facility_type,facility_name,facility_id
教育,【小学】华南师范大学附属乐从小学,fs0301f039
教育,【中学】鹭洲梁桂凤纪念中学,fs0301f040
教育,【幼儿园】岳步幼儿园,fs0301f041
教育,【中学】佛山市第三中学,fs0301f042
教育,【中学】江新三中,fs0301f043
教育,【中学】佛山市顺德区英华学校,fs0301f044
教育,【幼儿园】佛山市顺德区乐从镇小德幼儿园,fs0301f045
教育,【幼儿园】凯乐幼儿园,fs0301f046
教育,【幼儿园】佛山市乐从镇道教腾飞世纪幼儿园,fs0301f047
教育,【幼儿园】瑞颜幼儿园,fs0301f048
教育,【小学】湾华小学,fs0301f049
医疗,佛山市妇幼保健院(新城院区),fs0301f050
交通,刘寨,fs0404f001
交通,捷荣锦江豪庭(东海大道),fs0404f002
交通,芦苞祖庙,fs0404f003
交通,芦苞,fs0404f004
交通,芦苞行政服务中心,fs0404f005
教育,【小学】芦苞实验小学,fs0404f006
教育,【中学】龙坡中学,fs0404f007
教育,【幼儿园】锦江伊萌幼儿园,fs0404f008
教育,【幼儿园】芦苞实验幼儿园,fs0404f009
教育,【小学】芦苞中心小学,fs0404f010
教育,【幼儿园】芦苞瑞芳幼儿园,fs0404f011
教育,【幼儿园】朝阳幼儿园,fs0404f012
教育,【小学】蔡边小学,fs0404f013
教育,【小学】芦苞上塘小学,fs0404f014
交通,欧浦花城,fs0501f006
交通,杨梅圩,fs0501f007
交通,杨梅村,fs0501f008
交通,杨和公交站,fs0501f009
交通,杨梅市场,fs0501f010
交通,迎春路口,fs0501f011
交通,装备制造园区站,fs0501f012
交通,河东路站,fs0501f013
交通,杜鹃路,fs0501f014
交通,长春路口,fs0501f015
交通,杨梅第四工业区站,fs0501f016
教育,【幼儿园】杨和中心幼儿园,fs0501f017
教育,【幼儿园】杨梅中心幼儿园,fs0501f018
教育,【小学】杨梅小学,fs0501f019
交通,绿岛湖北,fs0102f058
交通,湖涌村,fs0102f059
交通,灶沙村,fs0102f060
交通,湖涌,fs0102f061
交通,罗务路,fs0102f062
教育,【幼儿园】南庄镇中心幼儿园,fs0102f063
教育,【幼儿园】湖涌幼儿园,fs0102f064
教育,【小学】佛山市外国语学校小学部,fs0102f065
教育,【小学】佛山市外国语学校(北校区),fs0102f066
教育,【中学】佛山市外国语学校中学部,fs0102f067
教育,【小学】紫洞小学,fs0102f068
教育,【小学】育萃小学,fs0102f069
教育,【幼儿园】紫洞幼儿园,fs0102f070
教育,【幼儿园】保利中交幼儿园,fs0102f071
教育,【幼儿园】务庄幼儿园,fs0102f072
教育,【小学】第九小学,fs0102f073
教育,【小学】务庄小学,fs0102f074
教育,【小学】紫南小学,fs0102f075
教育,【幼儿园】紫南幼儿园,fs0102f076
医疗,佛山市第二人民医院(新院区),fs0102f077
交通,河西小学,fs0205f077
交通,穗盐桂澜路口,fs0205f078
交通,桂澜桥,fs0205f079
交通,河西路口,fs0205f080
交通,河西市场,fs0205f081
交通,岳利沙,fs0205f082
交通,中央大街西,fs0205f083
交通,蒲州村口,fs0306f046
交通,高赞村南站,fs0306f047
交通,新联道班,fs0306f048
教育,【幼儿园】高西幼儿园,fs0306f049
教育,【小学】新联小学(蒲北路),fs0306f050
教育,【小学】高赞小学,fs0306f051
教育,【小学】西山小学高新区学校,fs0306f052
教育,【中学】顺德一中(西南学校),fs0306f053
教育,【幼儿园】杏美第一幼儿园,fs0306f054
教育,【幼儿园】佛山市顺德区杏坛镇马东幼儿园,fs0306f055
交通,下亨田村,fs0201f001
交通,佛山模具城,fs0201f002
交通,上亨田路口,fs0201f003
交通,上亨田村,fs0201f004
交通,河村路口,fs0201f005
交通,南海管业城,fs0201f006
交通,上沙竹园,fs0201f007
交通,上沙路口,fs0201f008
交通,岗尾,fs0201f009
交通,上沙村,fs0201f010
交通,同声小学正门,fs0201f011
交通,半坑,fs0201f012
交通,上沙市场,fs0201f013
交通,同声小学,fs0201f014
商业,比高商业中心,fs0201f015
商业,万盈广场,fs0201f016
商业,里水万利广场,fs0201f017
教育,【幼儿园】沙涌幼儿园,fs0201f018
教育,【小学】里水同声小学,fs0201f019
教育,【幼儿园】IEC天御江畔幼儿园,fs0201f020
教育,【幼儿园】美加伦实验幼儿园,fs0201f021
教育,【小学】里水镇绿地小学,fs0201f022
教育,【小学】里水镇绿欣小学,fs0201f023
教育,【幼儿园】沙涌幼儿园(沙涌路),fs0201f024
教育,【中学】旗峰中学,fs0201f025
教育,【幼儿园】IEC绿地香树幼儿园,fs0201f026
教育,【小学】旗峰小学,fs0201f027
教育,【幼儿园】因博幼儿园,fs0201f028
教育,【幼儿园】里水旗峰幼儿园,fs0201f029
教育,【幼儿园】湖洲幼儿园,fs0201f030
教育,【幼儿园】甘蕉上街幼儿园,fs0201f031
教育,【幼儿园】北沙幼儿园,fs0201f032
教育,【幼儿园】佛山市南海区大沥诺亚舟森林幼儿园,fs0201f033
教育,【幼儿园】大步幼儿园,fs0201f034
教育,【幼儿园】德宝幼儿园,fs0201f035
教育,【幼儿园】河村幼儿园,fs0201f036
教育,【中学】同声第一中学,fs0201f037
教育,【幼儿园】中附花城幼儿园,fs0201f038
教育,【幼儿园】雅思乐双语幼儿园,fs0201f039
教育,【幼儿园】雅瑶绿洲幼儿园,fs0201f040
教育,【幼儿园】君景湾幼儿园,fs0201f041
交通,东漖北路,gz0201f001
交通,浣花路,gz0201f002
交通,汾水,gz0201f003
交通,花地湾,gz0201f004
交通,茶滘路,gz0201f005
交通,花地湾地铁站,gz0201f006
交通,花地大道①,gz0201f007
交通,芳村合兴苑①,gz0201f008
交通,翠竹苑,gz0201f009
交通,芳村合兴苑,gz0201f010
交通,花地大道,gz0201f011
交通,花地大道②,gz0201f012
交通,康乃馨花园,gz0201f013
交通,茶漖小区,gz0201f014
交通,芳村合兴苑②,gz0201f015
交通,芳村合兴苑总站,gz0201f016
交通,东漖街,gz0201f017
交通,芳村客运站,gz0201f018
交通,茶滘路总站,gz0201f019
交通,悦成路,gz0201f020
交通,芳村客运站①,gz0201f021
交通,芳村客运站②,gz0201f022
交通,汾水小区总站③,gz0201f023
交通,芳村客运站总站,gz0201f024
交通,汾水小区总站,gz0201f025
交通,坑口,gz0201f026
交通,坑口地铁站(芳村客运站),gz0201f027
交通,坑口地铁站总站,gz0201f028
交通,汾水小区总站②,gz0201f029
交通,汾水小区总站①,gz0201f030
交通,花溪路口,gz0201f031
交通,东漖怀宁坊,gz0201f032
交通,荣兴路,gz0201f033
交通,招村大街,gz0201f034
交通,东漖南路,gz0201f035
交通,花湾路,gz0201f036
交通,百花小区,gz0201f037
交通,百花路口,gz0201f038
交通,芳和花园总站,gz0201f039
交通,东漖镇,gz0201f040
交通,大冲口,gz0201f041
交通,芳村,gz0201f042
交通,沙涌,gz0201f043
交通,石围塘,gz0201f044
交通,西塱,gz0201f045
交通,鹤洞东,gz0201f046
交通,凤凰新村,gz0201f047
交通,菊树,gz0201f048
交通,黄沙,gz0201f049
交通,同福西,gz0201f050
商业,广百广场(荔胜店),gz0201f051
商业,花地好邻舍商业中心,gz0201f052
商业,奔富广场,gz0201f053
商业,中海花湾天地购物中心,gz0201f054
商业,嘉荟广场,gz0201f055
商业,富力家信商业中心(金沙路店),gz0201f056
商业,领展购物广场LINK PLAZA,gz0201f057
商业,领展购物广场,gz0201f058
商业,凯德乐峰广场(工业大道北店),gz0201f059
教育,【中学】广东实验中学荔湾学校(花地湾校区),gz0201f060
教育,【小学】广州市荔湾区鸿图苑小学,gz0201f061
教育,【幼儿园】广州市荔湾区吉之苑幼儿园,gz0201f062
教育,【幼儿园】广州市荔湾区芬芳幼儿园,gz0201f063
教育,【幼儿园】广州市荔湾区合兴苑实验幼儿园,gz0201f064
教育,【幼儿园】广州市荔湾区新都里幼儿园,gz0201f065
教育,【幼儿园】广州市荔湾区芳村儿童福利会幼儿园(西悦湾园区),gz0201f066
教育,【小学】广州市荔湾区合兴苑小学,gz0201f067
教育,【小学】广州市荔湾区金兰苑小学,gz0201f068
教育,【幼儿园】广州市荔湾区芳村实验幼儿园（金兰园区）,gz0201f069
教育,【小学】广州市荔湾区芳村小学,gz0201f070
教育,【幼儿园】广州市荔湾区花地家园幼儿园,gz0201f071
教育,【幼儿园】广州市荔湾区桃源幼儿园（金花园区）,gz0201f072
教育,【小学】广州市荔湾区坑口小学,gz0201f073
教育,【幼儿园】广州市荔湾区怡芳幼儿园,gz0201f074
教育,【中学】广州市真光中学东漖学校,gz0201f075
教育,【中学】广州市西关外国语学校校本部,gz0201f076
教育,【中学】广州市荔湾区东漖中学,gz0201f077
教育,【小学】广州市荔湾区东沙博雅实验学校,gz0201f078
教育,【幼儿园】广州市荔湾区丽和华庭幼儿园,gz0201f079
教育,【幼儿园】广州市荔湾区芳村花园厚永幼儿园,gz0201f080
教育,【幼儿园】广州市荔湾区怡乐第二幼儿园（桥东园区）,gz0201f081
教育,【中学】广州市荔湾区花地中学,gz0201f082
教育,【中学】广州市第四中学花地学校,gz0201f083
教育,【小学】广州市荔湾区西关实验小学（芳和校区）,gz0201f084
教育,【幼儿园】广州市荔湾区伊贝迪幼儿园,gz0201f085
教育,【幼儿园】广州市荔湾区葵蓬幼儿园,gz0201f086
教育,【中学】广东实验中学,gz0201f087
教育,【中学】广州市荔湾区新晖学校,gz0201f088
教育,【中学】广州市真光中学初中部本部校区,gz0201f089
教育,【幼儿园】广州市荔湾区花地幼儿园,gz0201f090
教育,【幼儿园】广州市荔湾区骏羽幼儿园,gz0201f091
教育,【小学】广州市荔湾区康有为纪念小学,gz0201f092
教育,【小学】广州市荔湾区芳村实验小学,gz0201f093
教育,【幼儿园】广州市荔湾区新杏花幼儿园,gz0201f094
教育,【小学】广州市荔湾区葵蓬小学,gz0201f095
教育,【幼儿园】广州广船幼儿园,gz0201f096
教育,【幼儿园】广州市荔湾区联合围幼儿园,gz0201f097
教育,【幼儿园】广州市荔湾区金道花苑幼儿园,gz0201f098
教育,【幼儿园】广州市荔湾区广豪幼儿园,gz0201f099
教育,【中学】广州市培英中学(鹤洞校区),gz0201f100
教育,【小学】广州市荔湾区精博中英文小学,gz0201f101
教育,【小学】广州市荔湾区桃李小学,gz0201f102
教育,【幼儿园】广州市荔湾区同心实验幼儿园,gz0201f103
教育,【中学】广州市真光中学初中部实验校区,gz0201f104
教育,【幼儿园】广州市荔湾区怡乐实验幼儿园,gz0201f105
教育,【中学】广州市荔湾区金道中学,gz0201f106
教育,【幼儿园】广州市荔湾区龙湾苑幼儿园,gz0201f107
教育,【小学】广州市荔湾区培真小学,gz0201f108
教育,【幼儿园】广州市荔湾区凤溪幼儿园,gz0201f109
教育,【中学】广州市真光中学初中部岭南校区,gz0201f110
教育,【幼儿园】广州市荔湾区红黄蓝唐宁花园幼儿园,gz0201f111
教育,【中学】广州市真光中学,gz0201f112
教育,【幼儿园】广州市荔湾区玛利亚幼儿园（四季园区）,gz0201f113
教育,【幼儿园】广州市荔湾区童星幼儿园,gz0201f114
教育,【中学】广州市荔湾区真实中学,gz0201f115
教育,【中学】广州市荔湾区真光实验学校,gz0201f116
教育,【幼儿园】广州市荔湾区鹤苑幼儿园,gz0201f117
教育,【小学】广州市荔湾区南塘大街小学,gz0201f118
教育,【小学】广东实验中学荔湾学校(第二小学部),gz0201f119
教育,【小学】广州市荔湾区鹤洞小学,gz0201f120
教育,【幼儿园】广州市荔湾区玩无界幼儿园,gz0201f121
教育,【中学】广东实验中学荔湾学校初中部,gz0201f122
教育,【幼儿园】广州市荔湾区小绿堡保利曼城幼儿园,gz0201f123
教育,【幼儿园】广州市荔湾区中海青檬幼儿园,gz0201f124
教育,【幼儿园】太古新蕾幼儿园,gz0201f125
教育,【幼儿园】广州市海珠区富泽园幼儿园（金碧湾园区）,gz0201f126
教育,【幼儿园】广州市荔湾区白鹤幼儿园,gz0201f127
教育,【幼儿园】广州市海珠区富泽园幼儿园,gz0201f128
教育,【小学】东秀小学,gz0201f129
教育,【小学】广州市荔湾区增滘小学,gz0201f130
教育,【幼儿园】广州市海珠区凤安幼儿园,gz0201f131
教育,【小学】广州市海珠区新民六街小学,gz0201f132
教育,【幼儿园】广州市海珠区福安幼儿园（天誉园区）,gz0201f133
教育,【幼儿园】广州市海珠区金苗幼儿园（富力现代园区）,gz0201f134
教育,【中学】广州市真光中学文伟学校,gz0201f135
教育,【小学】广州市荔湾区五眼桥小学,gz0201f136
教育,【幼儿园】早慧稚幼园,gz0201f137
教育,【幼儿园】广州市海珠区龙凤街新凤凰幼儿园,gz0201f138
教育,【中学】广州市荔湾区君诚博雅实验学校（山村校区）,gz0201f139
教育,【幼儿园】广州市荔湾区君诚博雅实验幼儿园,gz0201f140
教育,【幼儿园】广州市荔湾区芳村儿童福利会幼儿园（文园园区）,gz0201f141
教育,【小学】广州市海珠区后乐园街小学,gz0201f142
教育,【幼儿园】广州市海珠区龙凤街梅园西幼儿园,gz0201f143
教育,【幼儿园】广州市荔湾区五眼桥幼儿园,gz0201f144
教育,【幼儿园】广州市荔湾区红虹幼儿园,gz0201f145
教育,【中学】广州市为明学校,gz0201f146
教育,【小学】广州市荔湾区沙实小学,gz0201f147
教育,【小学】广州市海珠区梅园西路小学,gz0201f148
教育,【幼儿园】广州市荔湾区广钢实验幼儿园,gz0201f149
教育,【中学】广州市第一中学红岩学校,gz0201f150
教育,【幼儿园】广州市海珠区富泽园幼儿园（洪德园区）,gz0201f151
教育,【幼儿园】广州市荔湾区保利堂悦春禾幼儿园,gz0201f152
教育,【幼儿园】海珠英语中心第二中英文幼儿园,gz0201f153
教育,【幼儿园】广州市荔湾区霭德拾翠洲幼儿园,gz0201f154
教育,【幼儿园】喜叻宝宝国际幼儿园(广钢校区),gz0201f155
教育,【幼儿园】广州市二商幼儿园（裕安园区）,gz0201f156
教育,【幼儿园】广州市海珠区光大同福幼儿园（橡园园区）,gz0201f157
教育,【小学】广州市荔湾区沙面小学（校本部）,gz0201f158
教育,【幼儿园】广州市荔湾区芳华实验幼儿园,gz0201f159
教育,【幼儿园】广州市海珠区南华西街轻乐幼儿园,gz0201f160
教育,【幼儿园】广州市海珠区南华西街南华西幼儿园（洪德园区）,gz0201f161
教育,【小学】华南师范大学附属荔湾小学,gz0201f162
教育,【幼儿园】广州市荔湾区沙面游泳幼儿园,gz0201f163
教育,【幼儿园】广州市荔湾区芳草地幼儿园,gz0201f164
教育,【幼儿园】普莱贝斯幼儿园(西塱园),gz0201f165
教育,【幼儿园】广州市荔湾区郭村幼儿园,gz0201f166
教育,【小学】广州市荔湾区沙面小学（御景校区）,gz0201f167
教育,【幼儿园】广州市荔湾区沙面实验幼儿园,gz0201f168
教育,【幼儿园】亿博美幼儿园,gz0201f169
教育,【幼儿园】光大同福幼儿园南区,gz0201f170
教育,【幼儿园】广州市海珠区光大同福幼儿园(中海园区）,gz0201f171
医疗,慈桦医院,gz0201f172
医疗,荔湾区人民医院(新院区),gz0201f173
医疗,广州市荔湾区妇幼保健院,gz0201f174
医疗,荔湾区儿童医院,gz0201f175
医疗,广东省中医院芳村医院,gz0201f176
医疗,广州市荔湾区人民医院,gz0201f177
医疗,广州市医科大学附属脑科医院,gz0201f178
医疗,荔湾区人民医院(鹤洞院区),gz0201f179
医疗,广州市第一人民医院(鹤洞分院),gz0201f180
医疗,广州广钢新城医院,gz0201f181
医疗,广州中医药大学第三附属医院,gz0201f182
医疗,广州市海珠区口腔医院(西院区),gz0201f183
医疗,广州医科大学附属中医医院,gz0201f184
医疗,广州医科大学附属口腔医院,gz0201f185
交通,开发大道立交东,gz0601f001
交通,沙步大道,gz0601f002
交通,塘头,gz0601f003
交通,鹿鸣山总站,gz0601f004
交通,开发区路口,gz0601f005
交通,开发区路口站,gz0601f006
交通,开发区路口①,gz0601f007
交通,开发区路口站①,gz0601f008
交通,开发区路口站②,gz0601f009
交通,开发区路口②,gz0601f010
交通,万科尚城御府,gz0601f011
交通,开发区立交桥北,gz0601f012
交通,丹水坑①,gz0601f013
交通,丹水坑路南,gz0601f014
交通,丹水坑,gz0601f015
交通,夏园,gz0601f016
交通,保盈大道,gz0601f017
交通,南岗,gz0601f018
交通,地铁南岗,gz0601f019
交通,夏港,gz0601f020
交通,南岗圩,gz0601f021
交通,庙头,gz0601f022
交通,开创大道南,gz0601f023
商业,领好广场,gz0601f024
商业,融德里,gz0601f025
商业,广州尚城万科里,gz0601f026
商业,人人佳购物广场(南岗店),gz0601f027
商业,万达广场(广州南岗店),gz0601f028
商业,黄埔佳纷天地,gz0601f029
教育,【中学】广州市黄埔区铁铮学校,gz0601f030
教育,【中学】广州开发区外国语学校（初中部）,gz0601f031
教育,【幼儿园】育才幼儿园,gz0601f032
教育,【幼儿园】黄金新港幼儿园,gz0601f033
教育,【幼儿园】黄埔雅思幼儿园,gz0601f034
教育,【幼儿园】广州开发区人才教育工作集团校前幼儿园,gz0601f035
教育,【幼儿园】黄金幼儿园,gz0601f036
教育,【小学】广州市黄埔区沙步小学,gz0601f037
教育,【小学】新港小学,gz0601f038
教育,【幼儿园】广东省电力幼儿园,gz0601f039
教育,【幼儿园】广州黄埔区南苑幼儿园有限公司,gz0601f040
教育,【幼儿园】南苑幼儿园,gz0601f041
教育,【幼儿园】格墩美幼儿园,gz0601f042
教育,【小学】广州开发区第二小学(东校区),gz0601f043
教育,【小学】夏园小学,gz0601f044
教育,【幼儿园】夏园幼儿园,gz0601f045
教育,【幼儿园】宝华幼儿园(学校路),gz0601f046
教育,【幼儿园】宝夏幼儿园,gz0601f047
教育,【中学】广州市黄埔区天健学校,gz0601f048
教育,【幼儿园】海地幼儿园,gz0601f049
教育,【中学】广州市黄埔海地实验学校,gz0601f050
教育,【幼儿园】小天使汇林幼儿园,gz0601f051
教育,【幼儿园】爱柚幼儿园,gz0601f052
教育,【中学】新港中学,gz0601f053
教育,【幼儿园】心海幼教南湾幼儿园,gz0601f054
教育,【小学】南湾小学,gz0601f055
教育,【幼儿园】尚品居尚品幼儿园,gz0601f056
教育,【中学】黄埔海地实验学校,gz0601f057
教育,【幼儿园】南岗幼儿园(南岗路),gz0601f058
教育,【小学】南岗小学,gz0601f059
教育,【幼儿园】南山幼儿之家,gz0601f060
教育,【幼儿园】奕佳幼儿园,gz0601f061
教育,【幼儿园】宏岗幼儿园,gz0601f062
教育,【中学】广州市黄埔区中黄外国语实验学校,gz0601f063
教育,【幼儿园】小天使幼儿园,gz0601f064
教育,【幼儿园】新都荟实验幼儿园,gz0601f065
教育,【幼儿园】广州开发区第一幼儿园(西区分园),gz0601f066
教育,【小学】广州开发区第一小学,gz0601f067
教育,【中学】东区中学,gz0601f068
教育,【中学】广州开发区中学,gz0601f069
教育,【幼儿园】人才工作集团第五幼儿园盛凯幼儿园,gz0601f070
教育,【幼儿园】东基幼儿园,gz0601f071
教育,【幼儿园】广州开发区人才教育工作集团宏明幼儿园,gz0601f072
教育,【幼儿园】广州市黄埔区东区康怡幼儿园,gz0601f073
教育,【幼儿园】童荟堡幼儿园,gz0601f074
医疗,广东中能建电力医院,gz0601f075
医疗,广州开发区医院(南岗院区),gz0601f076
医疗,广州开发区医院(西区院区),gz0601f077
交通,雅源,gz0801f001
交通,花都美居中心,gz0801f002
交通,东莞庄(广花路),gz0801f003
交通,东莞庄(x264),gz0801f004
交通,雅源南路,gz0801f005
交通,岑境村,gz0801f006
交通,雅神路口,gz0801f007
交通,雅瑶小学,gz0801f008
交通,雅瑶幼儿园,gz0801f009
交通,华兴工业区,gz0801f010
交通,雅瑶环卫站,gz0801f011
交通,雅瑶,gz0801f012
交通,凤凰南路,gz0801f013
交通,东镜,gz0801f014
交通,秀全公园,gz0801f015
商业,自由里购物中心,gz0801f016
教育,【小学】广州市花都区花执灵格风学校,gz0801f017
教育,【小学】广州市花都区新雅街雅瑶小学,gz0801f018
教育,【中学】花都区新雅街雅瑶初级中学,gz0801f019
教育,【中学】广东外语外贸大学附属花都学校,gz0801f020
教育,【幼儿园】广州花都分园,gz0801f021
教育,【中学】广州市花都区阳光学校,gz0801f022
教育,【中学】广东广雅中学(花都校区),gz0801f023
教育,【幼儿园】广州市花都区东莞铃馨幼儿园,gz0801f024
教育,【中学】广州市花都区新雅街镜湖学校,gz0801f025
教育,【小学】广州市花都区新雅街东塘小学,gz0801f026
教育,【幼儿园】广州市花都区职业技术学校附属观湖幼儿园,gz0801f027
教育,【中学】广州教与学,gz0801f028
教育,【幼儿园】广州市花都区童蕾幼儿园,gz0801f029
教育,【幼儿园】广州市花都区新华街横潭村幼儿园,gz0801f030
教育,【幼儿园】广州市花都区职业技术学校附属育泽幼儿园,gz0801f031
教育,【幼儿园】广州市花都区第二幼儿园,gz0801f032
教育,【幼儿园】芊艺幼儿学院,gz0801f033
教育,【幼儿园】广州市花都区新雅街中心幼儿园（镜湖路园区）,gz0801f034
教育,【幼儿园】花都区第二幼儿园保安室,gz0801f035
教育,【幼儿园】广州市花都区华斯德幼儿园,gz0801f036
教育,【小学】广州市花都区新华街横潭小学,gz0801f037
教育,【小学】广州市花都区新华街第一小学,gz0801f038
教育,【小学】广州市花都区新华五小附属凤凰路小学,gz0801f039
教育,【小学】广州市花都区都雅小学,gz0801f040
教育,【幼儿园】广州市花都区谊馨幼儿园,gz0801f041
教育,【幼儿园】广州市花都区职业技术学校附属嘉汇幼儿园（南园区）,gz0801f042
教育,【幼儿园】广州市花都区正德幼儿园,gz0801f043
教育,【幼儿园】广州市花都区雅欢幼儿园父母学院,gz0801f044
教育,【小学】新楼村梁庆贤学校,gz0801f045
教育,【幼儿园】广州市花都区南方幼儿园,gz0801f046
教育,【中学】广州市花都区新华街培新学校,gz0801f047
教育,【中学】广州市花都区新华中学,gz0801f048
教育,【小学】大岭小学,gz0801f049
教育,【小学】广州市花都区新华街第二小学,gz0801f050
教育,【幼儿园】广州市花都区兴华幼儿园,gz0801f051
教育,【幼儿园】广州市花都区第三幼儿园（公园前园区）,gz0801f052
教育,【中学】广州市花都区实验中学,gz0801f053
医疗,广州市花都区新雅街雅瑶社区卫生服务中心,gz0801f054
医疗,广州市花都区人民医院,gz0801f055
医疗,核工业华南地质局二九三大队职工医院,gz0801f056
医疗,广州中西医结合医院(福宁院区),gz0801f057
交通,山海连城,gz0701f001
交通,利联仓行,gz0701f002
交通,汽车小镇总站,gz0701f003
交通,南大干线(汽车小镇),gz0701f004
交通,莲花地铁站,gz0701f005
教育,【幼儿园】广钢利联花园幼儿园,gz0701f006
教育,【小学】山海连城学校,gz0701f007
教育,【幼儿园】广钢利凯花园幼儿园,gz0701f008
教育,【中学】广大附中番禺实验学校,gz0701f009
教育,【幼儿园】广州市番禺区石楼镇华兰幼儿园,gz0701f010
教育,【幼儿园】广州市番禺区石楼镇茭西幼儿园,gz0701f011
交通,高唐路,gz0301f001
交通,中国移动南方基地总站,gz0301f002
交通,柯木塱南路南,gz0301f003
交通,高唐路中,gz0301f004
交通,软件路西,gz0301f005
交通,华观路中,gz0301f006
交通,高普路软件路口,gz0301f007
交通,凌塘村②,gz0301f008
交通,凌塘村总站,gz0301f009
交通,新岑四路,gz0301f010
交通,天河软件园管委会,gz0301f011
交通,凌塘村,gz0301f012
交通,凌塘村①,gz0301f013
交通,凌塘环村路总站,gz0301f014
交通,天河智慧城核心区总站(高唐),gz0301f015
交通,高普路天盈路口,gz0301f016
交通,华观路东,gz0301f017
交通,天河智慧城,gz0301f018
交通,高塘石,gz0301f019
交通,柯木塱,gz0301f020
交通,神舟路,gz0301f021
商业,万科广场(广州天河店),gz0301f022
商业,福乐多(小新塘店),gz0301f023
商业,广州黄埔大悦汇,gz0301f024
教育,【幼儿园】广州市天河区新庄幼儿园,gz0301f025
教育,【小学】广州市天河区凌塘小学,gz0301f026
教育,【小学】广州市天河区新塘小学,gz0301f027
教育,【幼儿园】广州市天河区新塘实验幼儿园,gz0301f028
教育,【小学】广州市天河区天英小学,gz0301f029
教育,【小学】广州市天河区高塘石小学,gz0301f030
教育,【幼儿园】广州市天河区高塘石彩虹幼儿园,gz0301f031
教育,【小学】广州市天河区沐陂小学,gz0301f032
教育,【中学】广州市天河区智谷第一实验学校,gz0301f033
教育,【小学】广州市天河区岑村小学,gz0301f034
教育,【小学】广州市天河智慧城第一小学,gz0301f035
教育,【幼儿园】广州市天河区雅贝幼儿园,gz0301f036
教育,【小学】广州市天河区柯木塱小学,gz0301f037
教育,【幼儿园】香港雅芝教育柯木塱中英文幼儿园,gz0301f038
教育,【幼儿园】广州市天河区柯木塱幼儿园,gz0301f039
教育,【幼儿园】广州市天河区乐宝幼儿园,gz0301f040
教育,【幼儿园】金苹果幼儿园,gz0301f041
教育,【幼儿园】广州市天河区岑村幼儿园,gz0301f042
教育,【幼儿园】广州市天河区红太阳幼儿园,gz0301f043
教育,【小学】广州市天河区御景小学,gz0301f044
医疗,柯木塱医院,gz0301f045
医疗,岑村医院,gz0301f046
交通,番禺大桥(渔民新村),gz0702f001
交通,广地花园,gz0702f002
交通,番禺美豪丽致酒店,gz0702f003
交通,塘埗西,gz0702f004
交通,塘步西,gz0702f005
交通,群贤路,gz0702f006
交通,星河湾酒店,gz0702f007
交通,南大干线(塘埗西),gz0702f008
交通,塘步东,gz0702f009
交通,星河湾四期,gz0702f010
交通,河村,gz0702f011
交通,大石,gz0702f012
交通,沙溪,gz0702f013
交通,南村万博,gz0702f014
交通,厦滘,gz0702f015
交通,员岗,gz0702f016
交通,汉溪长隆站,gz0702f017
交通,汉溪长隆,gz0702f018
商业,天河城奥特莱斯(万博店),gz0702f019
商业,港润购物广场,gz0702f020
商业,万博中心,gz0702f021
商业,奥园国际中心,gz0702f022
商业,金科广场,gz0702f023
商业,万达广场(广州番禺店),gz0702f024
商业,诺德天街,gz0702f025
商业,万达百货(广州番禺店),gz0702f026
商业,番禺天河城,gz0702f027
商业,海印又一城奥特莱斯广场,gz0702f028
商业,万民城MO CITY(番禺店),gz0702f029
商业,105新地广场,gz0702f030
商业,富丽城购物广场,gz0702f031
商业,大石城,gz0702f032
教育,【幼儿园】广州市番禺区广地花园幼儿园,gz0702f033
教育,【幼儿园】广州市番禺区南村镇塘埗西幼儿园,gz0702f034
教育,【幼儿园】万豪儒林幼儿园,gz0702f035
教育,【中学】广州市番禺区明德广地实验学校,gz0702f036
教育,【中学】广州市星执学校,gz0702f037
教育,【幼儿园】广州市番禺区星河湾灵格风幼儿园,gz0702f038
教育,【小学】番禺区执信中学附属小学,gz0702f039
教育,【幼儿园】涌口幼儿园(雅苑大街),gz0702f040
教育,【幼儿园】广州市番禺区南村镇塘东幼儿园,gz0702f041
教育,【小学】大石河村小学,gz0702f042
教育,【幼儿园】广州市番禺区大石街河村幼儿园,gz0702f043
教育,【幼儿园】广州市番禺区星河湾盛荟幼儿园,gz0702f044
教育,【小学】南村镇汇贤小学,gz0702f045
教育,【幼儿园】广州市番禺区南村镇官堂幼儿园,gz0702f046
教育,【中学】广州南方学院番禺附属中学,gz0702f047
教育,【幼儿园】广州市番禺区银湾幼儿园,gz0702f048
教育,【幼儿园】广州市番禺区洛浦街珠江花园幼儿园,gz0702f049
教育,【幼儿园】广州市番禺区大石街雅瑞幼儿园,gz0702f050
教育,【幼儿园】广州市番禺区南村镇霭乐幼儿园,gz0702f051
教育,【幼儿园】广州市番禺区大石街植村幼儿园,gz0702f052
教育,【幼儿园】广州市番禺区南村镇霭德幼儿园,gz0702f053
教育,【小学】广州南方学院番禺附属小学,gz0702f054
教育,【幼儿园】珠光霭德幼儿园,gz0702f055
教育,【幼儿园】广州市番禺区洛浦街时代外滩加拿达幼儿园,gz0702f056
教育,【小学】时代南阳里小学,gz0702f057
教育,【幼儿园】广州市番禺区星河湾海怡半岛幼儿园,gz0702f058
教育,【中学】大石富丽中学,gz0702f059
教育,【幼儿园】广州市番禺区大石街大山幼儿园,gz0702f060
